id,create_date,state,sentiment,text
ceaac4a1-6312-4866-97e7-063dea0c9022,2020-12-05 00:27:52,texas,UNKNOWN,RT @mkepr: Our zero-contact experience includes lockers for your rental pick up and return. #videoproduction #COVID19 https://t.co/QgH5yNl4…
12141abb-4b5a-415f-9ccc-bff919a6dd79,2020-12-05 00:27:50,texas,UNKNOWN,"RT @CTZebra: Marie ""Eunice"" Maurisseau CNA with 30 yrs of service LICH/Brookhaven New York died of #covid19 5/11. She had a wonderful h…"
eff4dd67-7ed0-4677-b608-47a5b9f6d11c,2020-12-05 00:27:50,texas,UNKNOWN,RT @charge_capture: What #telehealth services have been permanently expanded? How is #CMS boosting #hospital capacity during the #COVID19 s…
31be1f28-cf49-4875-879c-3b478261ed6d,2020-12-05 00:27:49,texas,UNKNOWN,RT @senjoenguyen: I enabled WA Notify on my phone yesterday in about 30 seconds. Join hundreds of thousands of Washingtonians by enabling i…
229a5ce0-3e18-4baa-a09c-f3f3c1ad104c,2020-12-05 00:27:49,texas,UNKNOWN,RT @DrEricDing: 📍WALL STREET BANKERS ARE NOT MORE “ESSENTIAL” THAN TEACHERS &amp; 1ST RESPONDERS—American Bankers Association is petitioning to…
0cef1ac7-90ca-4c4f-9719-cf51119b7335,2020-12-05 00:27:49,texas,UNKNOWN,RT @DrEricDing: 📍WALL STREET BANKERS ARE NOT MORE “ESSENTIAL” THAN TEACHERS &amp; 1ST RESPONDERS—American Bankers Association is petitioning to…
00b056dc-e22f-4535-8cc9-77ba46c7755f,2020-12-05 00:27:49,texas,UNKNOWN,RT @HealthZA: 04 December 2020 #COVID19 statistics in South Africa #CoronaVirusSA https://t.co/fbch1IiY1k
583c8339-85fe-4075-b10c-dbbb1cde38b6,2020-12-05 00:27:48,texas,UNKNOWN,How many people have gotten COVID19 and died in his district? It’d be interesting to know. For this public servant and all of those who don’t care about all the cases. https://t.co/hwZxnTXImk
6024e096-a269-4acd-a8c9-70a33b7fc395,2020-12-05 00:27:47,texas,UNKNOWN,RT @morethanmySLE: The Senate *must* unite and STOP the suffering of Americans from #COVID19 No economic relief or stimulus since May is…
93aa5d36-e2e6-4d25-99a5-4d887b03078b,2020-12-05 00:27:47,texas,UNKNOWN,Okay #ATX healthcare workers.... it’s #covid19 vaccine time . Let’s do this 💪 https://t.co/4y1ESopHCW https://t.co/89F2Wh7kSF
627b2c07-f452-4f81-8e4c-bbefa70d0128,2020-12-05 00:27:46,texas,UNKNOWN,If #COVID19 Is Not About Our Health What Is It About? Here's what we know now w/ references: https://t.co/uA4gyo58l5 #GreatReset What we need is a #GreatAwakeningWorldwide...
1190370e-bb02-4c8b-826a-4d643b462917,2020-12-05 00:27:46,texas,UNKNOWN,RT @murray_nyc: @realDonaldTrump COVID19 rates - both number of new cases and deaths/day - have also reached NEW HIGHS! That miserable real…
6c7e17a1-d7d9-404c-96d1-6cc6c25483c4,2020-12-05 00:27:46,texas,UNKNOWN,RT @bitcoinconnect: Walmart Canada site crashes selling PS5 upsetting potential buyers SEE MORE HERE ==&gt; https://t.co/8PTOFMzQGs #nintend…
20783004-f8bf-43e9-8892-d92d5d4d2fc4,2020-12-05 00:27:45,texas,UNKNOWN,RT @morethanmySLE: 🔥WATCH: Speaker Pelosi fighting tooth &amp; nail for #COVID19 relief FOR THE PEOPLE while Mitch McConnell has politicized Am…
2b37fa28-bc70-40c4-bc69-11fe299e9fe5,2020-12-05 00:27:44,texas,UNKNOWN,RT @DrNancyM_CDC: Healthcare providers and community leaders have found innovative ways to provide vaccines and care to their communities d…
8f377512-055d-4935-9edb-021e465a4c1f,2020-12-05 00:27:43,texas,UNKNOWN,RT @CTZebra: Diane Bieringer 68yo Pharmacy Technician Copps Pharmacy Stevens Point WI died of #covid19 11/20. Baking was one of her ho…
bfb450a9-ccd6-4870-9c75-ab81d9a87bf5,2020-12-05 00:27:42,texas,UNKNOWN,RT @GovernorVA: NEW: Virginia is preparing to receive an estimated total of 480 000 doses of #COVID19 vaccine once approved by the end of…
b55c4530-a0ed-4663-ba49-206bb9b3d6dd,2020-12-05 00:27:41,texas,UNKNOWN,RT @BitmojiMaddow: 677 new cases of #COVID19 #coronavirus #Corona in my county yesterday alone. What even is this?! #maddow #bitmojimaddow…
190092bb-464e-4b81-b577-ad1c1136b120,2020-12-05 00:27:40,texas,UNKNOWN,"RT @CTZebra: Marie ""Eunice"" Maurisseau CNA with 30 yrs of service LICH/Brookhaven New York died of #covid19 5/11. She had a wonderful h…"
63987cb5-4230-4b59-b327-b1a2aac17b43,2020-12-05 00:27:39,texas,UNKNOWN,RT @morethanmySLE: 🔥WATCH: Speaker Pelosi fighting tooth &amp; nail for #COVID19 relief FOR THE PEOPLE while Mitch McConnell has politicized Am…
fdd5cfc0-3963-4bfc-b79f-f2cfe9facb3f,2020-12-05 00:27:39,texas,UNKNOWN,RT @SecretaryLevine: The incubation period for #COVID19 remains at 14 days + it's still most protective to quarantine for full 2 weeks. How…
